"Incident Number","Date of Call","Call Time","Dispatch Time","Arrival Time","Clear Time","Responsible Unit/Officer","Location","Shift","Call Type","Nature of Call","Day of Call","How Recieved","Disposition","Location","X Coord","Y Coord"
"21SH00038","01/01/2021","21:49:43","21:51:28 01/01/2021","21:53:53 01/01/2021","22:08:05 01/01/2021","SAVICH S","KENNEDY AV & JUNCTION AV, SCHERERVILLE","N","lf","PD Accident","Friday","9","CLO","SHA3E","-87461365","41501484"
"21SH00039","01/01/2021","22:03:21","22:08:16 01/01/2021","22:23:04 01/01/2021","22:29:11 01/01/2021","EGER RY","W 91ST AV & BURR ST, CROWN POINT","N","l","Disabld Vehicle","Friday","9","UTL","CPNR","-87398748","41453269"
"21SH00040","01/01/2021","22:45:19","22:46:51 01/01/2021","22:48:24 01/01/2021","22:55:10 01/01/2021","X PRIDE RO","141 W LINCOLN HWY, SCHERERVILLE","N","l","Alarm","Friday","T","CLO","SHA3I","-87456629","41488837"
"21SH00041","01/01/2021","22:46:41","22:46:58 01/01/2021","22:50:07 01/01/2021","22:57:45 01/01/2021","SAVICH S","W 77TH AV & ANNA ST, SCHERERVILLE","N","l","Suspicious Inc.","Friday","R","CLO","SHA2J","-87454735","41478834"
"21SH00042","01/01/2021","22:49:54","22:55:16 01/01/2021","22:57:27 01/01/2021","23:04:44 01/01/2021","X PRIDE RO","450 W LINCOLN HWY, SCHERERVILLE","N","l","Alarm","Friday","T","CLO","SHA3F","-87463916","41490559"
"21SH00043","01/01/2021","23:03:35","23:04:54 01/01/2021","23:14:49 01/01/2021","23:36:08 01/01/2021","SPYRNAL T","WOODHOLLOW DR & ELM CT, SCHERERVILLE","N","l","Disabld Vehicle","Friday","T","CLO","SHA1A","-87486798","41521680"
"21SH00044","01/01/2021","23:09:46","**:**:** **/**/****","23:15:26 01/01/2021","23:24:29 01/01/2021","SAVICH S","60 W PARKWAY DR, SCHERERVILLE","N","lf","Utility Problem","Friday","T","SFD","SHA3J","-87452509","41484591"
"21SH00045","01/02/2021","00:22:31","00:23:42 01/02/2021","00:28:54 01/02/2021","00:46:02 01/02/2021","SPYRNAL T","335 WHITEWOOD DR;sounds like coming from toyt, SCHERERVILLE","N","l","Loud Music","Saturday","9","UTL","SHA1A","-87474141","41517318"
"21SH00046","01/02/2021","01:42:15","01:43:27 01/02/2021","01:47:40 01/02/2021","01:52:49 01/02/2021","X PRIDE RO","1327 LILLY CT, SCHERERVILLE","N","l","Disturbance","Saturday","T","UTL","SHA1G","-87484914","41496283"
"21SH00047","01/02/2021","01:49:57","01:52:33 01/02/2021","01:57:17 01/02/2021","02:17:03 01/02/2021","SAVICH S","234 BARBARA JEAN DR, SCHERERVILLE","N","lf","Suicidal Subj","Saturday","T","SFD","SHA3D","-87445222","41479283"
"21SH00048","01/02/2021","05:35:18","05:37:26 01/02/2021","05:44:58 01/02/2021","05:57:36 01/02/2021","ALVAREZ D","7641 STARLING DR, SCHERERVILLE","N","l","Suspicious Inc.","Saturday","9","CLO","SHA4K","-87396724","41480539"
"21SH00049","01/02/2021","07:44:57","07:45:55 01/02/2021","07:47:25 01/02/2021","07:49:14 01/02/2021","ASCENCIO RI","960 US 41; HOME DEPOT; SB lanes, SCHERERVILLE","D","l","Traffic Hazard","Saturday","T","UTL","SHA1E","-87471176","41505957"
"21SH00051","01/02/2021","08:00:28","08:08:56 01/02/2021","08:12:32 01/02/2021","09:12:19 01/02/2021","xWHITE IM","1433 ELM CT, SCHERERVILLE","D","l","Parking Problem","Saturday","T","CLO","SHA1A","-87487001","41521560"
"21SH00050","01/02/2021","08:02:00","08:03:24 01/02/2021","08:08:38 01/02/2021","08:51:05 01/02/2021","ASCENCIO RI","916 WOODHOLLOW DR, SCHERERVILLE","D","l","Disturbance","Saturday","T","CLO","SHA1A","-87471733","41517683"
"21SH00052","01/02/2021","09:19:35","09:20:36 01/02/2021","09:24:47 01/02/2021","09:33:13 01/02/2021","ALVAREZ D","CLINE AV & W 85TH AV; SB, CROWN POINT","D","l","Agency Assist","Saturday","T","UTL","4050","-87431621","41464197"
"21SH00053","01/02/2021","09:39:37","09:43:16 01/02/2021","09:49:25 01/02/2021","10:38:24 01/02/2021","RUZGA TH","9047 PINEVIEW LN, CROWN POINT","D","l","Property Damage","Saturday","T","CLO","SHA4E","-87398111","41453311"
"21SH00054","01/02/2021","10:14:55","11:01:54 01/02/2021","11:12:55 01/02/2021","11:39:37 01/02/2021","RUZGA TH","MAIN ST & KENNEDY AV, HIGHLAND","D","l","Funeral Escort","Saturday","T","CLO","HI218","-87461706","41522989"
"21SH00055","01/02/2021","11:53:54","11:55:57 01/02/2021","12:05:49 01/02/2021","12:06:19 01/02/2021","xWHITE IM","1951 US 41; HOUSE OF KOBE; NB, SCHERERVILLE","D","l","Suspicious Per.","Saturday","T","CLO","SHA2G","-87470822","41487953"
"21SH00056","01/02/2021","12:13:08","12:14:30 01/02/2021","12:17:48 01/02/2021","12:23:41 01/02/2021","ALVAREZ D","7403 CLINE AV; CAMPAGNA ACADEMY, SCHERERVILLE","D","l","911 Open Line","Saturday","9","CLO","SHA4H","-87432045","41485394"
"21SH00057","01/02/2021","12:33:56","12:54:52 01/02/2021","13:01:10 01/02/2021","13:18:22 01/02/2021","ARVANITIS RI","22 US 41; WALGREENS; ON STATION, SCHERERVILLE","D","l","Citizen Assist","Saturday","T","CLO","SHA1A","-87471337","41522638"
"21SH00058","01/02/2021","12:40:28","12:41:04 01/02/2021","12:49:43 01/02/2021","13:00:20 01/02/2021","xWHITE IM","2431 CAPRI DR, SCHERERVILLE","D","l","Parking Problem","Saturday","T","CLO","SHA2J","-87451970","41476579"
"21SH00059","01/02/2021","13:10:17","13:11:58 01/02/2021","13:16:41 01/02/2021","13:41:25 01/02/2021","RUZGA TH","8779 BURR ST; ONE HOUSE SOUTH, CROWN POINT","D","l","Off Road Veh","Saturday","T","CLO","SHA4E","-87402490","41457757"
"21SH00060","01/02/2021","13:20:01","13:23:36 01/02/2021","13:27:19 01/02/2021","13:44:18 01/02/2021","xWHITE IM","1515 US 41; STRACK & VAN TIL, SCHERERVILLE","D","l","PD Accident","Saturday","T","CLO","SHA2F","-87470947","41496317"
"21SH00061","01/02/2021","13:45:06","13:47:04 01/02/2021","14:22:45 01/02/2021","14:28:43 01/02/2021","RUBINO A","823 W MAIN ST; GOLDEN PHOENIX, SCHERERVILLE","D","l","Illegal dumping","Saturday","T","CLO","SHA1A","-87471981","41523017"
"21SH00062","01/02/2021","13:47:22","**:**:** **/**/****","**:**:** **/**/****","**:**:** **/**/****","ARVANITIS RI","2333 US 41; SPEEDWAY, SCHERERVILLE","D","l","Disturbance","Saturday","T","CCF","SHA2G","-87470606","41483358"
"21SH00063","01/02/2021","13:49:26","14:11:18 01/02/2021","14:24:39 01/02/2021","14:34:32 01/02/2021","ASCENCIO RI","5329 70TH AV, SCHERERVILLE","D","l","Civil Matter","Saturday","T","CLO","SHA4K","-87399062","41491926"
"21SH00065","01/02/2021","14:57:02","15:02:18 01/02/2021","15:10:50 01/02/2021","15:23:40 01/02/2021","ALVAREZ D","1909 ORCHARD CT, CROWN POINT","D","l","Animal Problem","Saturday","T","CLO","SHA4B","-87407694","41472986"
"21SH00064","01/02/2021","15:01:12","**:**:** **/**/****","15:02:47 01/02/2021","15:16:31 01/02/2021","ASCENCIO RI","1358 MACKINAW PL, SCHERERVILLE","D","l","Property Damage","Saturday","O","CLO","SHA1B","-87484561","41507232"
"21SH00066","01/02/2021","15:04:32","15:05:16 01/02/2021","15:05:22 01/02/2021","15:17:38 01/02/2021","RUBINO A","W LINCOLN HWY & ST JOHN RD, SCHERERVILLE","D","l","Reckless Drivg","Saturday","T","CLO","SHA2C","-87489946","41491174"
"21SH00067","01/02/2021","16:04:36","16:07:47 01/02/2021","16:11:11 01/02/2021","16:34:23 01/02/2021","RUZGA TH","5457 W 78TH LN, SCHERERVILLE","D","l","Utility Problem","Saturday","T","CLO","SHA4M","-87400364","41475770"
"21SH00068","01/02/2021","17:41:40","17:45:03 01/02/2021","17:53:17 01/02/2021","18:11:13 01/02/2021","EGER RY","8005 PINE ISLAND CT; BUILDING A APT A10, CROWN POINT","D","l","Loud Music","Saturday","T","CLO","SHA4D","-87397025","41472837"
"21SH00069","01/02/2021","18:52:14","18:54:01 01/02/2021","18:56:22 01/02/2021","19:15:50 01/02/2021","GERBICK M","69 US 41; Noodles  and Company, SCHERERVILLE","N","l","Property Damage","Saturday","9","CLO","SHA1C","-87471325","41521799"
"21SH00070","01/02/2021","19:15:47","20:23:05 01/02/2021","20:28:58 01/02/2021","21:01:08 01/02/2021","GERBICK M","1300 US 41; MENARDS, SCHERERVILLE","N","l","Theft","Saturday","T","CAA","SHA1E","-87471029","41500554"
"21SH00071","01/02/2021","19:41:20","19:41:55 01/02/2021","19:45:00 01/02/2021","19:48:25 01/02/2021","SPYRNAL T","1904 US 41; HAMPTON INN, SCHERERVILLE","N","l","911 HANGUP","Saturday","9","UNF","SHA2D","-87470844","41488388"
"21SH00072","01/02/2021","20:24:40","20:27:27 01/02/2021","20:33:36 01/02/2021","21:12:52 01/02/2021","SPYRNAL T","1327 LILLY CT, SCHERERVILLE","N","l","Disabld Vehicle","Saturday","9","CLO","SHA1G","-87484914","41496283"
"21SH00073","01/02/2021","20:47:07","20:51:59 01/02/2021","20:55:28 01/02/2021","21:35:09 01/02/2021","SAVICH S","1524 LAKEWOOD LN, SCHERERVILLE","N","lf","Agency Assist","Saturday","T","SFD","SHA1G","-87479608","41494859"
"21SH00074","01/02/2021","20:58:42","21:00:38 01/02/2021","21:14:57 01/02/2021","21:15:04 01/02/2021","EGER RY","909 W LINCOLN HWY; ROUND THE CLOCK, SCHERERVILLE","N","l","Disturbance","Saturday","T","CLO","SHA2C","-87473462","41490671"
"21SH00075","01/02/2021","21:09:08","21:10:43 01/02/2021","21:15:02 01/02/2021","21:16:49 01/02/2021","GERBICK M","637 US 41; LOWES HOME CENTER, SCHERERVILLE","N","l","Theft Atmp","Saturday","T","UNF","SHA1C","-87471192","41512414"
"21SH00076","01/02/2021","21:24:31","21:26:27 01/02/2021","21:37:34 01/02/2021","21:53:53 01/02/2021","EGER RY","2833 MOCKINGBIRD DR, CROWN POINT","N","l","Information","Saturday","T","CLO","SHA4A","-87417621","41469714"
"21SH00077","01/02/2021","22:37:18","22:38:37 01/02/2021","22:46:44 01/02/2021","22:52:20 01/02/2021","EGER RY","5153 W 82ND CT, CROWN POINT","N","l","Disturbance","Saturday","T","CLO","SHA4D","-87397160","41469167"
"21SH00078","01/03/2021","00:07:04","00:09:44 01/03/2021","00:09:48 01/03/2021","00:27:50 01/03/2021","SAVICH S","79 US 41; Tomato Bar, SCHERERVILLE","N","lf","Overdose","Sunday","T","SFD","SHA1C","-87471323","41521620"
"21SH00079","01/03/2021","00:32:07","00:33:06 01/03/2021","00:38:05 01/03/2021","00:47:27 01/03/2021","X PRIDE RO","7403 CLINE AV, SCHERERVILLE","N","l","911 Open Line","Sunday","9","UNF","SHA4H","-87432045","41485394"
"21SH00080","01/03/2021","01:59:18","02:00:17 01/03/2021","02:05:46 01/03/2021","02:13:43 01/03/2021","EGER RY","7403 CLINE AV, SCHERERVILLE","N","l","911 Open Line","Sunday","9","UNF","SHA4H","-87432045","41485394"
"21SH00081","01/03/2021","03:51:25","**:**:** **/**/****","03:52:11 01/03/2021","04:49:01 01/03/2021","EGER RY","W LINCOLN HWY & CLINE AV, CROWN POINT","N","l","Battery","Sunday","9","CLO","SHA3D","-87431967","41481585"
"21SH00095","01/03/2021","04:53:00","**:**:** **/**/****","05:04:00 01/03/2021","06:13:00 01/03/2021","MURKS D","5077 W 85TH LN, CROWN POINT","N","l","Disabld Vehicle","Sunday","9","CLO","SHA4E","-87393924","41462427"
"21SH00082","01/03/2021","04:53:51","04:54:32 01/03/2021","04:57:45 01/03/2021","05:52:08 01/03/2021","AHRENS J","W 91ST AV & CLARK RD, CROWN POINT","N","l","Disabld Vehicle","Sunday","R","CLO","MR300","-87392758","41453254"
"21SH00083","01/03/2021","05:36:25","05:38:29 01/03/2021","05:49:58 01/03/2021","06:15:11 01/03/2021","ALVAREZ D","US 41 & SCHULTZ DR; 120 FEET NORTH, SCHERERVILLE","N","l","PD Accident","Sunday","9","CLO","SHA2G","-87470764","41486805"
"21SH00084","01/03/2021","07:29:29","07:30:11 01/03/2021","07:31:50 01/03/2021","07:59:33 01/03/2021","DANIELS B","1555 US 41; WALMART, SCHERERVILLE","D","l","Agency Assist","Sunday","O","CLO","SHA2F","-87470940","41495733"
"21SH00085","01/03/2021","07:52:32","07:53:10 01/03/2021","07:56:25 01/03/2021","08:14:29 01/03/2021","ALVAREZ D","1920 S COLFAX ST, GRIFFITH","D","l","Agency Assist","Sunday","T","CLO","4050","-87412688","41487901"
"21SH00086","01/03/2021","08:05:58","08:12:13 01/03/2021","09:53:46 01/03/2021","10:48:15 01/03/2021","RUZGA TH","940 SHERWOOD LAKE DR; apt 2C, SCHERERVILLE","D","l","Welfare Check","Sunday","T","CLO","","",""
"21SH00087","01/03/2021","09:59:03","09:59:55 01/03/2021","10:03:54 01/03/2021","10:08:13 01/03/2021","ALVAREZ D","7485 BURR ST; AMERICAN LEGION, SCHERERVILLE","D","l","Alarm","Sunday","T","CLO","SHA4K","-87402966","41483017"
"21SH00088","01/03/2021","10:12:09","10:13:27 01/03/2021","10:18:38 01/03/2021","10:23:37 01/03/2021","ALVAREZ D","25 E JOLIET ST; SHPD, SCHERERVILLE","D","l","Mental","Sunday","P","CLO","SHA3G","-87451063","41492104"
"21SH00089","01/03/2021","10:47:46","**:**:** **/**/****","10:53:01 01/03/2021","10:53:12 01/03/2021","xWHITE IM","25 E JOLIET ST; SCHERERVILLE TOWN COURT, SCHERERVILLE","D","l","Alarm","Sunday","T","CLO","SHA3G","-87451063","41492104"
"21SH00090","01/03/2021","12:28:31","**:**:** **/**/****","12:31:04 01/03/2021","12:59:48 01/03/2021","ALVAREZ D","2111 SHERWOOD LAKE DR; Apt 5; @ PD, SCHERERVILLE","D","l","Harassment","Sunday","T","CLO","SHA2D","-87472631","41482755"
"21SH00091","01/03/2021","13:41:52","13:43:02 01/03/2021","13:45:56 01/03/2021","13:49:56 01/03/2021","AHRENS J","5520 W LINCOLN HWY; WALGREENS; EAST 30/BURR, SCHERERVILLE","D","l","Trespassing","Sunday","T","CLO","SHA4M","-87401872","41474969"
"21SH00092","01/03/2021","13:50:09","13:51:43 01/03/2021","13:53:49 01/03/2021","14:08:49 01/03/2021","xWHITE IM","US 41 & WILLOWBROOK DR; 120 FEET SOUTH, SCHERERVILLE","D","l","PD Accident","Sunday","T","CLO","SHA1F","-87471141","41503602"
"21SH00093","01/03/2021","16:35:27","16:37:05 01/03/2021","16:38:33 01/03/2021","16:53:43 01/03/2021","ALVAREZ D","DEERPATH DR W & BARBARA JEAN DR, SCHERERVILLE","D","lf","Agency Assist","Sunday","W","CCF","SHA3D","-87445885","41481143"
"21SH00094","01/03/2021","16:45:06","**:**:** **/**/****","16:45:33 01/03/2021","17:11:18 01/03/2021","xWHITE IM","US 41 & PARKER PL, SCHERERVILLE","D","l","Miscellaneous","Sunday","O","CLO","SHA1F","-87470949","41496535"
"21SH00096","01/03/2021","19:01:39","19:04:10 01/03/2021","19:09:43 01/03/2021","19:14:28 01/03/2021","GERBICK M","124 US 41, SCHERERVILLE","N","l","911 HANGUP","Sunday","T","CLO","SHA1A","-87471312","41520816"
"21SH00097","01/03/2021","19:12:21","19:14:56 01/03/2021","19:21:26 01/03/2021","19:21:34 01/03/2021","X PRIDE RO","W 91ST AV & CLARK RD, CROWN POINT","N","l","Reckless Drivg","Sunday","9","UTL","MR300","-87392758","41453254"
"21SH00098","01/03/2021","20:42:06","20:43:12 01/03/2021","20:45:25 01/03/2021","21:25:07 01/03/2021","SPYRNAL T","2425 SORRENTO DR, SCHERERVILLE","N","lf","911 HANGUP","Sunday","9","CLO","SHA2J","-87452899","41477979"
"21SH00099","01/03/2021","22:06:39","22:07:04 01/03/2021","22:09:36 01/03/2021","22:32:31 01/03/2021","SAVICH S","7403 CLINE AV, SCHERERVILLE","N","l","911 Open Line","Sunday","9","UNF","SHA4H","-87432045","41485394"
"21SH00487","01/04/2021","00:00:00","**:**:** **/**/****","10:20:14 01/13/2021","10:20:28 01/13/2021","MELE T","728 INDIANA ST, ","N","l","Trespassing","Monday","O","CCF","","",""
"21SH00100","01/04/2021","00:15:23","00:15:46 01/04/2021","00:20:48 01/04/2021","00:40:11 01/04/2021","X PRIDE RO","PINE ISLAND DR; going towards building behind clubhouse, CROWN POINT","N","l","Welfare Check","Monday","T","UTL","SHA4E","-87397820","41463677"
"21SH00101","01/04/2021","05:43:27","05:44:23 01/04/2021","**:**:** **/**/****","05:49:28 01/04/2021","KNIGHT J","S BROAD ST & E HWY 330, GRIFFITH","N","l","Driving Complnt","Monday","T","UTL","4050","-87427357","41492576"
"21SH00102","01/04/2021","06:54:21","**:**:** **/**/****","**:**:** **/**/****","**:**:** **/**/****","","1301 KENNEDY AV, SCHERERVILLE","D","l","Reposession","Monday","T","CLO","SHA3F","-87461329","41498241"
"21SH00103","01/04/2021","07:35:44","07:36:34 01/04/2021","07:44:10 01/04/2021","07:49:11 01/04/2021","xWHITE IM","6940 SWAN LN, SCHERERVILLE","D","l","Suspicious Per.","Monday","9","CLO","SHA4J","-87405449","41491928"
"21SH00104","01/04/2021","08:54:13","08:54:52 01/04/2021","08:57:46 01/04/2021","09:01:08 01/04/2021","ARVANITIS RI","1534 US 41, SCHERERVILLE","D","l","911 HANGUP","Monday","9","CLO","SHA1G","-87470943","41496040"
"21SH00105","01/04/2021","09:06:51","**:**:** **/**/****","**:**:** **/**/****","09:08:20 01/04/2021","HARDIMAN CA","25 E JOLIET ST, SCHERERVILLE","D","l","Tow/Veh Release","Monday","P","CLO","SHA3G","-87451063","41492104"
